Ticker,Code,Company,Link,Market Cap,Last trade,Change,%Change,Sector
GDA,ASX:GDA,Good Drinks Australia Ltd (ASX:GDA),https://www.listcorp.com/asx/gda/good-drinks-australia-ltd,"	38318200",0.29,0,0,Consumer Staples
URE,ASX:CURE,Global X S&P Biotech ETF (ASX:CURE),https://www.listcorp.com/asx/cure/global-x-s-and-p-biotech-etf,"	38190100",51.33,0,0,Unclassified
WWI,ASX:WWI,West Wits Mining Limited (ASX:WWI),https://www.listcorp.com/asx/wwi/west-wits-mining,"	38140900",0.015,0,0,Materials
DEM,ASX:DEM,De.mem Limited (ASX:DEM),https://www.listcorp.com/asx/dem/de.mem-limited,"	38063100",0.13,0,0,Utilities
MPX,ASX:MPX,Mustera Property Group Limited (ASX:MPX),https://www.listcorp.com/asx/mpx/mustera-property-group-limited,"	38021100",0.26,0,0,Real Estate
NAS,ASX:SNAS,Global X Ultra Short Nasdaq 100 Hedge Fund (ASX:SNAS),https://www.listcorp.com/asx/snas/global-x-ultra-short-nasdaq-100-hedge-fund,"	37982500",22.81,0,0,Unclassified
AVA,ASX:AVA,Ava Risk Group Limited (ASX:AVA),https://www.listcorp.com/asx/ava/ava-risk-group-limited,"	37718000",0.14,0,0,Information Technology
BDX,ASX:BDX,BCAL Diagnostics Limited (ASX:BDX),https://www.listcorp.com/asx/bdx/bcal-diagnostics-limited,"	37659700",0.105,0,0,Health Care
SWP,ASX:SWP,Swoop Holdings Limited (ASX:SWP),https://www.listcorp.com/asx/swp/swoop-holdings-limited,"	37645000",0.18,0,0,Communication Services
SKY,ASX:SKY,Sky Metals Limited (ASX:SKY),https://www.listcorp.com/asx/sky/sky-metals-limited,"	37306700",0.055,0,0,Materials
CTP,ASX:CTP,Central Petroleum Limited (ASX:CTP),https://www.listcorp.com/asx/ctp/central-petroleum-limited,"	37262900",0.05,0,0,Energy
MM8,ASX:MM8,Medallion Metals Limited (ASX:MM8),https://www.listcorp.com/asx/mm8/medallion-metals-limited,"	37127600",0.091,0,0,Materials
GAP,ASX:GAP,Gale Pacific Limited (ASX:GAP),https://www.listcorp.com/asx/gap/gale-pacific-limited,"	36921900",0.13,0,0,Consumer Discretionary
HMY,ASX:HMY,Harmoney Corp Limited (ASX:HMY),https://www.listcorp.com/asx/hmy/harmoney-corp-limited,"	36707100",0.36,0,0,Financials
ETM,ASX:ETM,Energy Transition Minerals Ltd (ASX:ETM),https://www.listcorp.com/asx/etm/energy-transition-minerals-ltd,"	36626400",0.026,0,0,Materials
TAM,ASX:TAM,Tanami Gold NL (ASX:TAM),https://www.listcorp.com/asx/tam/tanami-gold,"	36428000",0.031,0,0,Materials
STG,ASX:STG,Straker Limited (ASX:STG),https://www.listcorp.com/asx/stg/straker-limited,"	36351700",0.575,0,0,Industrials
NCM,ASX:INCM,BetaShares Global Income Leaders ETF (ASX:INCM),https://www.listcorp.com/asx/incm/betashares-global-income-leaders-etf,"	36278000",18.72,0,0,Unclassified
ESR,ASX:ESR,Estrella Resources Limited (ASX:ESR),https://www.listcorp.com/asx/esr/estrella-resources-limited,"	36119700",0.019,0,0,Materials
AVD,ASX:AVD,AVADA Group Limited (ASX:AVD),https://www.listcorp.com/asx/avd/avada-group-limited,"	36097400",0.425,0,0,Industrials
STM,ASX:STM,Sunstone Metals Limited (ASX:STM),https://www.listcorp.com/asx/stm/sunstone-metals-limited,"	36049300",0.007,0,0,Materials
FCT,ASX:FCT,Firstwave Cloud Technology Limited (ASX:FCT),https://www.listcorp.com/asx/fct/firstwave-cloud-technology,"	35973400",0.021,0,0,Information Technology
OSL,ASX:OSL,Oncosil Medical Ltd (ASX:OSL),https://www.listcorp.com/asx/osl/oncosil-medical,"	35972600",0.008,0,0,Health Care
100,ASX:N100,Global X US 100 ETF (ASX:N100),https://www.listcorp.com/asx/n100/global-x-us-100-etf,"	35890700",12.59,0,0,Unclassified
IXR,ASX:IXR,Ionic Rare Earths Limited (ASX:IXR),https://www.listcorp.com/asx/ixr/ionic-rare-earths-limited,"	35833300",0.007,0,0,Materials
VRX,ASX:VRX,VRX Silica Ltd (ASX:VRX),https://www.listcorp.com/asx/vrx/vrx-silica-ltd,"	35810600",0.057,0,0,Materials
UBI,ASX:UBI,Universal Biosensors Inc (ASX:UBI),https://www.listcorp.com/asx/ubi/universal-biosensors,"	35768100",0.12,0,0,Health Care
EYE,ASX:EYE,Nova Eye Medical Limited (ASX:EYE),https://www.listcorp.com/asx/eye/nova-eye-medical-limited,"	35504400",0.155,0,0,Health Care
TRE,ASX:TRE,Toubani Resources Inc (ASX:TRE),https://www.listcorp.com/asx/tre/toubani-resources-inc,"	35488800",0.155,0,0,Materials
PEK,ASX:PEK,Peak Rare Earths Limited (ASX:PEK),https://www.listcorp.com/asx/pek/peak-rare-earths-limited,"	35235500",0.115,0,0,Materials
VIG,ASX:VIG,Victor Group (ASX:VIG),https://www.listcorp.com/asx/vig/victor-group,"	35220200",0.054,0,0,Information Technology
CC5,ASX:CC5,Clever Culture Systems Limited (ASX:CC5),https://www.listcorp.com/asx/cc5/clever-culture-systems-limited,"	35196500",0.02,0,0,Health Care
SSR,ASX:SSR,SSR Mining Inc (ASX:SSR),https://www.listcorp.com/asx/ssr/ssr-mining-inc,"	35188200",9.36,0,0,Materials
IPT,ASX:IPT,Impact Minerals Limited (ASX:IPT),https://www.listcorp.com/asx/ipt/impact-minerals-limited,"	35183500",0.011,0,0,Materials
DGH,ASX:DGH,Desane Group Holdings Limited (ASX:DGH),https://www.listcorp.com/asx/dgh/desane-group-holdings-limited,"	35182600",0.86,0,0,Real Estate
SHG,ASX:SHG,Singular Health Group Limited (ASX:SHG),https://www.listcorp.com/asx/shg/singular-health-group-limited,"	35164700",0.145,0,0,Health Care
AW1,ASX:AW1,American West Metals Limited (ASX:AW1),https://www.listcorp.com/asx/aw1/american-west-metals-limited,"	35109500",0.059,0,0,Materials
ETF,ASX:CETF,VanEck FTSE China A50 ETF (ASX:CETF),https://www.listcorp.com/asx/cetf/vaneck-ftse-china-a50-etf,"	35045200",57.06,0,0,Unclassified
KP2,ASX:KP2,Kore Potash Plc (ASX:KP2),https://www.listcorp.com/asx/kp2/kore-potash-plc,"	34965600",0.051,0,0,Materials
GBR,ASX:GBR,Great Boulder Resources Limited (ASX:GBR),https://www.listcorp.com/asx/gbr/great-boulder-resources,"	34908900",0.047,0,0,Materials
3DP,ASX:3DP,Pointerra Limited (ASX:3DP),https://www.listcorp.com/asx/3dp/pointerra-limited,"	34618300",0.043,0,0,Information Technology
DNA,ASX:DNA,Donaco International Limited (ASX:DNA),https://www.listcorp.com/asx/dna/donaco-international-limited,"	34590900",0.028,0,0,Consumer Discretionary
PPK,ASX:PPK,PPK Group Limited (ASX:PPK),https://www.listcorp.com/asx/ppk/ppk-group,"	34508700",0.38,0,0,Materials
IGA,ASX:EIGA,eInvest Income Generator Fund (Managed Fund) (ASX:EIGA),https://www.listcorp.com/asx/eiga/einvest-income-generator-fund-managed-fund,"	34062600",3.94,0,0,Unclassified
ABV,ASX:ABV,Advanced Braking Technology Limited (ASX:ABV),https://www.listcorp.com/asx/abv/advanced-braking-technology-limited,"	33863700",0.087,0,0,Consumer Discretionary
HE8,ASX:HE8,Helios Energy Limited (ASX:HE8),https://www.listcorp.com/asx/he8/helios-energy-limited,"	33852600",0.013,0,0,Energy
VTX,ASX:VTX,Vertex Minerals Limited (ASX:VTX),https://www.listcorp.com/asx/vtx/vertex-minerals-limited,"	33836200",0.185,0,0,Materials
ATX,ASX:ATX,Amplia Therapeutics Limited (ASX:ATX),https://www.listcorp.com/asx/atx/amplia-therapeutics-limited,"	33506000",0.087,0,0,Health Care
MFD,ASX:MFD,Mayfield Childcare Limited (ASX:MFD),https://www.listcorp.com/asx/mfd/mayfield-childcare-limited,"	33449200",0.51,0,0,Consumer Discretionary
SNS,ASX:SNS,SenSen Networks Limited (ASX:SNS),https://www.listcorp.com/asx/sns/sensen-networks-limited,"	33307600",0.042,0,0,Information Technology
SRZ,ASX:SRZ,Stellar Resources Limited (ASX:SRZ),https://www.listcorp.com/asx/srz/stellar-resources-limited,"	33276000",0.016,0,0,Materials
UST,ASX:AUST,BetaShares Managed Risk Australian Share Fund (managed fund) (ASX:AUST),https://www.listcorp.com/asx/aust/betashares-managed-risk-australian-share-fund-managed-fund,"	33060900",17.99,0,0,Unclassified
PTX,ASX:PTX,Prescient Therapeutics Limited (ASX:PTX),https://www.listcorp.com/asx/ptx/prescient-therapeutics-limited,"	33018100",0.041,0,0,Health Care
SOP,ASX:SOP,Synertec Corporation Limited (ASX:SOP),https://www.listcorp.com/asx/sop/synertec-corporation-limited,"	32717500",0.063,0,0,Industrials
RTG,ASX:RTG,RTG Mining (ASX:RTG),https://www.listcorp.com/asx/rtg/rtg-mining,"	32547300",0.03,0,0,Materials
JAT,ASX:JAT,Jatcorp Limited (ASX:JAT),https://www.listcorp.com/asx/jat/jatcorp-limited,"	32474000",0.39,0,0,Consumer Discretionary
UDS,ASX:AUDS,BetaShares Strong Australian Dollar Fund (hedge fund) (ASX:AUDS),https://www.listcorp.com/asx/auds/betashares-strong-australian-dollar-fund-hedge-fund,"	32440500",5.72,0,0,Unclassified
WCN,ASX:WCN,White Cliff Minerals Limited (ASX:WCN),https://www.listcorp.com/asx/wcn/white-cliff-minerals-limited,"	32138000",0.017,0,0,Materials
ATH,ASX:ATH,Alterity Therapeutics Limited (ASX:ATH),https://www.listcorp.com/asx/ath/alterity-therapeutics-limited,"	31922000",0.006,0,0,Health Care
WLD,ASX:WLD,Wellard Limited (ASX:WLD),https://www.listcorp.com/asx/wld/wellard-limited,"	31875000",0.06,0,0,Consumer Staples
ARD,ASX:ARD,Argent Minerals Limited (ASX:ARD),https://www.listcorp.com/asx/ard/argent-minerals-limited,"	31804100",0.022,0,0,Materials
AEV,ASX:AEV,Avenira Limited (ASX:AEV),https://www.listcorp.com/asx/aev/avenira-limited,"	31690300",0.01,0,0,Materials
ADA,ASX:ADA,Adacel Technologies Limited (ASX:ADA),https://www.listcorp.com/asx/ada/adacel-technologies-limited,"	31674900",0.415,0,0,Information Technology
GTI,ASX:GTI,Gratifii Limited (ASX:GTI),https://www.listcorp.com/asx/gti/gratifii-limited,"	31639600",0.105,0,0,Information Technology
TDO,ASX:TDO,3D Energi Limited (ASX:TDO),https://www.listcorp.com/asx/tdo/3d-energi-limited,"	31490000",0.095,0,0,Energy
BBF,ASX:DBBF,BetaShares Ethical Diversified Balanced ETF (ASX:DBBF),https://www.listcorp.com/asx/dbbf/betashares-ethical-diversified-balanced-etf,"	31456000",26.61,0,0,Unclassified
FLO,ASX:CFLO,Betashares Global Cash Flow Kings ETF (ASX:CFLO),https://www.listcorp.com/asx/cflo/betashares-global-cash-flow-kings-etf,"	31447400",18.9,0,0,Unclassified
AUN,ASX:AUN,Aurumin Limited (ASX:AUN),https://www.listcorp.com/asx/aun/aurumin-limited,"	31446300",0.069,0,0,Materials
WAK,ASX:WAK,WA Kaolin Limited (ASX:WAK),https://www.listcorp.com/asx/wak/wa-kaolin-limited,"	31418000",0.06,0,0,Materials
WTM,ASX:WTM,Waratah Minerals Limited (ASX:WTM),https://www.listcorp.com/asx/wtm/waratah-minerals-limited,"	31331300",0.155,0,0,Materials
RHT,ASX:RHT,Resonance Health Limited (ASX:RHT),https://www.listcorp.com/asx/rht/resonance-health-limited,"	31253900",0.068,0,0,Health Care
A3D,ASX:A3D,Aurora Labs Limited (ASX:A3D),https://www.listcorp.com/asx/a3d/aurora-labs-limited,"	31011300",0.078,0,0,Industrials
ARN,ASX:ARN,Aldoro Resources Limited (ASX:ARN),https://www.listcorp.com/asx/arn/aldoro-resources-limited,"	30963500",0.23,0,0,Materials
GEN,ASX:HGEN,Global X Hydrogen ETF (ASX:HGEN),https://www.listcorp.com/asx/hgen/global-x-hydrogen-etf,"	30937700",5.05,0,0,Unclassified
VMM,ASX:VMM,Viridis Mining and Minerals Limited (ASX:VMM),https://www.listcorp.com/asx/vmm/viridis-mining-and-minerals-limited,"	30918000",0.42,0,0,Materials
ICI,ASX:ICI,iCandy Interactive Limited (ASX:ICI),https://www.listcorp.com/asx/ici/icandy-interactive-limited,"	30729800",0.024,0,0,Communication Services
ILA,ASX:ILA,Island Pharmaceuticals Limited (ASX:ILA),https://www.listcorp.com/asx/ila/island-pharmaceuticals-limited,"	30728900",0.17,0,0,Health Care
NOX,ASX:NOX,Noxopharm Limited (ASX:NOX),https://www.listcorp.com/asx/nox/noxopharm-limited,"	30685000",0.105,0,0,Health Care
TOE,ASX:TOE,Toro Energy Limited (ASX:TOE),https://www.listcorp.com/asx/toe/toro-energy-limited,"	30671900",0.255,0,0,Energy
ERM,ASX:ERM,Emmerson Resources Limited (ASX:ERM),https://www.listcorp.com/asx/erm/emmerson-resources-limited,"	30503700",0.056,0,0,Materials
MPA,ASX:MPA,Mad Paws Holdings Limited (ASX:MPA),https://www.listcorp.com/asx/mpa/mad-paws-holdings-limited,"	30468200",0.075,0,0,Consumer Discretionary
WTL,ASX:WTL,WT Financial Group Limited (ASX:WTL),https://www.listcorp.com/asx/wtl/wt-financial-group-limited,"	30454500",0.089,0,0,Financials
PWN,ASX:PWN,Parkway Corporate Limited (ASX:PWN),https://www.listcorp.com/asx/pwn/parkway-corporate-limited,"	30438300",0.011,0,0,Materials
BRU,ASX:BRU,Buru Energy Limited (ASX:BRU),https://www.listcorp.com/asx/bru/buru-energy,"	30397000",0.039,0,0,Energy
BML,ASX:BML,Boab Metals Limited (ASX:BML),https://www.listcorp.com/asx/bml/boab-metals-limited,"	30341400",0.13,0,0,Materials
NGY,ASX:NGY,NuEnergy Gas Limited (ASX:NGY),https://www.listcorp.com/asx/ngy/nuenergy-gas-limited,"	30272000",0.017,0,0,Energy
YOJ,ASX:YOJ,Yojee Limited (ASX:YOJ),https://www.listcorp.com/asx/yoj/yojee-limited,"	30259400",0.11,0,0,Information Technology
TI1,ASX:TI1,Tombador Iron Limited (ASX:TI1),https://www.listcorp.com/asx/ti1/tombador-iron-limited,"	30213600",0.35,0,0,Materials
HMX,ASX:HMX,Hammer Metals Limited (ASX:HMX),https://www.listcorp.com/asx/hmx/hammer-metals-limited,"	30183800",0.034,0,0,Materials
FXG,ASX:FXG,Felix Gold Limited (ASX:FXG),https://www.listcorp.com/asx/fxg/felix-gold-limited,"	29907700",0.091,0,0,Materials
CAE,ASX:CAE,Cannindah Resources Limited (ASX:CAE),https://www.listcorp.com/asx/cae/cannindah-resources-limited,"	29851300",0.041,0,0,Materials
AHF,ASX:AHF,Australian Dairy Nutritionals Limited (ASX:AHF),https://www.listcorp.com/asx/ahf/australian-dairy-nutritionals-limited,"	29732900",0.04,0,0,Consumer Staples
JRV,ASX:JRV,Jervois Global Limited (ASX:JRV),https://www.listcorp.com/asx/jrv/jervois-global-limited,"	29730400",0.011,0,0,Materials
CCG,ASX:CCG,Comms Group Limited (ASX:CCG),https://www.listcorp.com/asx/ccg/comms-group-limited,"	29538000",0.076,0,0,Communication Services
CRI,ASX:CRI,Critica Limited (ASX:CRI),https://www.listcorp.com/asx/cri/critica-limited,"	29395500",0.011,0,0,Materials
BMR,ASX:BMR,Ballymore Resources Limited (ASX:BMR),https://www.listcorp.com/asx/bmr/ballymore-resources-limited,"	29160500",0.165,0,0,Materials
FTL,ASX:FTL,Firetail Resources Limited (ASX:FTL),https://www.listcorp.com/asx/ftl/firetail-resources-limited,"	29149800",0.082,0,0,Materials
LEG,ASX:LEG,Legend Mining Limited (ASX:LEG),https://www.listcorp.com/asx/leg/legend-mining-limited,"	29094800",0.01,0,0,Materials
LDX,ASX:LDX,Lumos Diagnostics Holdings Limited (ASX:LDX),https://www.listcorp.com/asx/ldx/lumos-diagnostics-holdings-limited,"	29084600",0.039,0,0,Health Care
QHL,ASX:QHL,Quickstep Holdings Limited (ASX:QHL),https://www.listcorp.com/asx/qhl/quickstep-holdings-limited,"	29049100",0.405,0,0,Industrials
EMH,ASX:EMH,European Metals Holdings Limited (ASX:EMH),https://www.listcorp.com/asx/emh/european-metals-holdings,"	29042300",0.14,0,0,Materials
CAP,ASX:GCAP,VanEck Bentham Global Capital Securities Active ETF (Managed Fund) (ASX:GCAP),https://www.listcorp.com/asx/gcap/vaneck-bentham-global-capital-securities-active-etf-managed-fund,"	28916700",8.86,0,0,Unclassified
CDX,ASX:CDX,CardieX Limited (ASX:CDX),https://www.listcorp.com/asx/cdx/cardiex-limited,"	28753200",0.093,0,0,Health Care
COB,ASX:COB,Cobalt Blue Holdings Limited (ASX:COB),https://www.listcorp.com/asx/cob/cobalt-blue-holdings-limited,"	28728300",0.068,0,0,Materials
JAL,ASX:JAL,Jameson Resources Limited (ASX:JAL),https://www.listcorp.com/asx/jal/jameson-resources-limited,"	28704500",0.047,0,0,Materials
COV,ASX:COV,Cleo Diagnostics Limited (ASX:COV),https://www.listcorp.com/asx/cov/cleo-diagnostics-limited,"	28560000",0.35,0,0,Health Care
S2R,ASX:S2R,S2 Resources Ltd (ASX:S2R),https://www.listcorp.com/asx/s2r/s2-resources-ltd,"	28530100",0.063,0,0,Materials
AQI,ASX:AQI,Alicanto Minerals Limited (ASX:AQI),https://www.listcorp.com/asx/aqi/alicanto-minerals,"	28429400",0.038,0,0,Materials
KME,ASX:KME,Kip McGrath Education Centres Limited (ASX:KME),https://www.listcorp.com/asx/kme/kip-mcgrath-education,"	28421300",0.5,0,0,Consumer Discretionary
GPR,ASX:GPR,Geopacific Resources Limited (ASX:GPR),https://www.listcorp.com/asx/gpr/geopacific-resources,"	28393700",0.024,0,0,Materials
UBN,ASX:UBN,Urbanise.com Limited (ASX:UBN),https://www.listcorp.com/asx/ubn/urbanise.com-limited,"	28384000",0.44,0,0,Information Technology
SIX,ASX:SIX,Sprintex Limited (ASX:SIX),https://www.listcorp.com/asx/six/sprintex-limited,"	28372500",0.052,0,0,Consumer Discretionary
CLA,ASX:CLA,Celsius Resources Limited (ASX:CLA),https://www.listcorp.com/asx/cla/celsius-resources-limited,"	28281300",0.011,0,0,Materials
GWR,ASX:GWR,GWR Group Limited (ASX:GWR),https://www.listcorp.com/asx/gwr/gwr-group,"	28267100",0.088,0,0,Materials
MI6,ASX:MI6,Minerals 260 Limited (ASX:MI6),https://www.listcorp.com/asx/mi6/minerals-260-limited,"	28080000",0.12,0,0,Materials
CSX,ASX:CSX,CleanSpace Holdings Limited (ASX:CSX),https://www.listcorp.com/asx/csx/cleanspace-holdings-limited,"	28070900",0.36,0,0,Health Care
CSS,ASX:CSS,Clean Seas Seafood Limited (ASX:CSS),https://www.listcorp.com/asx/css/clean-seas-seafood-limited,"	27680600",0.1375,0,0,Consumer Staples
SSO,ASX:SSO,SPDR S&P/ASX Small Ordinaries Fund (ASX:SSO),https://www.listcorp.com/asx/sso/spdr-s-and-p-asx-small-ordinaries-fund,"	27552000",14.83,0,0,Unclassified
AMX,ASX:AMX,Aerometrex Limited (ASX:AMX),https://www.listcorp.com/asx/amx/aerometrex-limited,"	27547300",0.29,0,0,Industrials
KPO,ASX:KPO,Kalina Power Limited (ASX:KPO),https://www.listcorp.com/asx/kpo/kalina-power-limited,"	27399900",0.01,0,0,Utilities
CRD,ASX:HCRD,BetaShares Interest Rate Hedged Australian Investment Grade Corporate Bond ETF (ASX:HCRD),https://www.listcorp.com/asx/hcrd/betashares-interest-rate-hedged-australian-investment-grade-corporate-bond-etf,"	27376700",24.84,0,0,Unclassified
NHE,ASX:NHE,Noble Helium Limited (ASX:NHE),https://www.listcorp.com/asx/nhe/noble-helium-limited,"	27363600",0.05,0,0,Energy
MAT,ASX:MAT,Matsa Resources Limited (ASX:MAT),https://www.listcorp.com/asx/mat/matsa-resources-limited,"	27303700",0.043,0,0,Materials
ECP,ASX:ECP,ECP Emerging Growth Limited (ASX:ECP),https://www.listcorp.com/asx/ecp/ecp-emerging-growth-limited,"	27272800",1.46,0,0,Financials
SGQ,ASX:SGQ,St George Mining Limited (ASX:SGQ),https://www.listcorp.com/asx/sgq/st-george-mining-limited,"	27213500",0.025,0,0,Materials
FRM,ASX:FRM,Farm Pride Foods Ltd (ASX:FRM),https://www.listcorp.com/asx/frm/farm-pride-foods-ltd,"	27187000",0.125,0,0,Consumer Staples
SRT,ASX:SRT,Strata Investment Holdings Plc (ASX:SRT),https://www.listcorp.com/asx/srt/strata-investment-holdings-plc,"	27107800",0.16,0,0,Materials
GBE,ASX:GBE,Globe Metals & Mining Limited (ASX:GBE),https://www.listcorp.com/asx/gbe/globe-metals-and-mining-limited,"	27091500",0.039,0,0,Materials
VR1,ASX:VR1,Vection Technologies Ltd (ASX:VR1),https://www.listcorp.com/asx/vr1/vection-technologies,"	27009600",0.02,0,0,Information Technology
BEZ,ASX:BEZ,Besra Gold Inc (ASX:BEZ),https://www.listcorp.com/asx/bez/besra-gold,"	27006800",0.065,0,0,Materials
G50,ASX:G50,G50 Corp Limited (ASX:G50),https://www.listcorp.com/asx/g50/g50-corp-limited,"	26964100",0.175,0,0,Materials
AXN,ASX:AXN,Alliance Nickel Limited (ASX:AXN),https://www.listcorp.com/asx/axn/alliance-nickel-limited,"	26856100",0.037,0,0,Materials
MKR,ASX:MKR,Manuka Resources Limited (ASX:MKR),https://www.listcorp.com/asx/mkr/manuka-resources-limited,"	26755300",0.033,0,0,Materials
NCC,ASX:NCC,NAOS Emerging Opportunities Company Limited (ASX:NCC),https://www.listcorp.com/asx/ncc/naos-emerging-opportunities-company-limited,"	26567900",0.36,0,0,Financials
CDO,ASX:CDO,Cadence Opportunities Fund Limited (ASX:CDO),https://www.listcorp.com/asx/cdo/cadence-opportunities-fund-limited,"	26487200",1.67,0,0,Financials
ODA,ASX:ODA,Orcoda Limited (ASX:ODA),https://www.listcorp.com/asx/oda/orcoda-limited,"	26451800",0.155,0,0,Information Technology
TMG,ASX:TMG,Trigg Minerals Limited (ASX:TMG),https://www.listcorp.com/asx/tmg/trigg-minerals-limited,"	26349900",0.041,0,0,Materials
TNC,ASX:TNC,True North Copper Limited (ASX:TNC),https://www.listcorp.com/asx/tnc/true-north-copper-limited,"	26264700",0.03,0,0,Materials
AAM,ASX:AAM,AuMEGA Metals Ltd (ASX:AAM),https://www.listcorp.com/asx/aam/aumega-metals-ltd,"	26150500",0.045,0,0,Materials
COR,ASX:DCOR,Daintree Core Income Active ETF (ASX:DCOR),https://www.listcorp.com/asx/dcor/daintree-core-income-active-etf,"	26145400",51.01,0,0,Unclassified
LPE,ASX:LPE,Locality Planning Energy Holdings Limited (ASX:LPE),https://www.listcorp.com/asx/lpe/locality-planning-energy-holdings-limited,"	26129600",0.145,0,0,Utilities
CBE,ASX:CBE,Cobre Limited (ASX:CBE),https://www.listcorp.com/asx/cbe/cobre-limited,"	26067300",0.061,0,0,Materials
IAM,ASX:IAM,Income Asset Management Group Limited (ASX:IAM),https://www.listcorp.com/asx/iam/income-asset-management-group-limited,"	26064400",0.028,0,0,Financials
FPC,ASX:FPC,Fat Prophets Global Contrarian Fund (ASX:FPC),https://www.listcorp.com/asx/fpc/fat-prophets-global-contrarian-fund,"	26051100",0.905,0,0,Financials
AXI,ASX:AXI,Axiom Properties Limited (ASX:AXI),https://www.listcorp.com/asx/axi/axiom-properties-limited,"	25962800",0.06,0,0,Real Estate
AHI,ASX:AHI,Advanced Health Intelligence Ltd (ASX:AHI),https://www.listcorp.com/asx/ahi/advanced-health-intelligence-ltd,"	25829900",0.092,0,0,Health Care
LCE,ASX:LCE,London City Equities Limited (ASX:LCE),https://www.listcorp.com/asx/lce/london-city-equities-limited,"	25826000",0.825,0,0,Financials
RHY,ASX:RHY,Rhythm Biosciences Limited (ASX:RHY),https://www.listcorp.com/asx/rhy/rhythm-biosciences-limited,"	25807300",0.091,0,0,Health Care
NXM,ASX:NXM,Nexus Minerals Limited (ASX:NXM),https://www.listcorp.com/asx/nxm/nexus-minerals-limited,"	25775200",0.053,0,0,Materials
FOA,ASX:MFOA,Milford Australian Absolute Growth Fund Quoted Class (Hedge Fund) (ASX:MFOA),https://www.listcorp.com/asx/mfoa/milford-australian-absolute-growth-fund-quoted-class-hedge-fund,"	25773800",10.88,0,0,Unclassified
SUH,ASX:SUH,Southern Hemisphere Mining Limited (ASX:SUH),https://www.listcorp.com/asx/suh/southern-hemisphere-mining-limited,"	25768400",0.035,0,0,Materials
FAL,ASX:FAL,Falcon Metals Limited (ASX:FAL),https://www.listcorp.com/asx/fal/falcon-metals-limited,"	25665000",0.145,0,0,Materials
RFX,ASX:RFX,RedFlow Limited (ASX:RFX),https://www.listcorp.com/asx/rfx/redflow-limited,"	25635600",0.097,0,0,Industrials
MRC,ASX:MRC,Mineral Commodities Ltd (ASX:MRC),https://www.listcorp.com/asx/mrc/mineral-commodities,"	25596300",0.026,0,0,Materials
NXD,ASX:NXD,NextEd Group Limited (ASX:NXD),https://www.listcorp.com/asx/nxd/nexted-group-limited,"	25474400",0.115,0,0,Consumer Discretionary
TCO,ASX:TCO,Transmetro Corporation Limited (ASX:TCO),https://www.listcorp.com/asx/tco/transmetro-corporation,"	25293400",1.89,0,0,Consumer Discretionary
RMY,ASX:RMY,RMA Global Limited (ASX:RMY),https://www.listcorp.com/asx/rmy/rma-global-limited,"	25244600",0.038,0,0,Communication Services
WNX,ASX:WNX,Wellnex Life Limited (ASX:WNX),https://www.listcorp.com/asx/wnx/wellnex-life-limited,"	25196500",0.84,0,0,Consumer Staples
EMC,ASX:EMC,Everest Metals Corporation Ltd (ASX:EMC),https://www.listcorp.com/asx/emc/everest-metals-corporation-ltd,"	25148200",0.135,0,0,Materials
G6M,ASX:G6M,Group 6 Metals Limited (ASX:G6M),https://www.listcorp.com/asx/g6m/group-6-metals-limited,"	25100600",0.025,0,0,Materials
DNK,ASX:DNK,Danakali Limited (ASX:DNK),https://www.listcorp.com/asx/dnk/danakali-limited,"	25027000",0.0679463,0,0,Materials
KRM,ASX:KRM,Kingsrose Mining (ASX:KRM),https://www.listcorp.com/asx/krm/kingsrose-mining,"	24866400",0.033,0,0,Materials
ASH,ASX:ASH,Ashley Services Group Limited (ASX:ASH),https://www.listcorp.com/asx/ash/ashley-services-group,"	24835800",0.1725,0,0,Industrials
CIW,ASX:CIW,Clime Investment Management Limited (ASX:CIW),https://www.listcorp.com/asx/ciw/clime-investment-management-limited,"	24752100",0.325,0,0,Financials
GC1,ASX:GC1,Glennon Small Companies Limited (ASX:GC1),https://www.listcorp.com/asx/gc1/glennon-small-companies-limited,"	24525000",0.51,0,0,Financials
TCF,ASX:TCF,360 Capital Mortgage REIT (ASX:TCF),https://www.listcorp.com/asx/tcf/360-capital-mortgage-reit,"	24494900",5.93,0,0,Financials
HTG,ASX:HTG,Harvest Technology Group Limited (ASX:HTG),https://www.listcorp.com/asx/htg/harvest-technology-group-limited,"	24359000",0.028,0,0,Information Technology
5EA,ASX:5EA,"5E Advanced Materials, Inc (ASX:5EA)",https://www.listcorp.com/asx/5ea/5e-advanced-materials-inc,"	24258300",0.072,0,0,Materials
WWG,ASX:WWG,Wiseway Group Limited (ASX:WWG),https://www.listcorp.com/asx/wwg/wiseway-group-limited,"	24257600",0.145,0,0,Industrials
DOC,ASX:DOC,Doctor Care Anywhere Group plc (ASX:DOC),https://www.listcorp.com/asx/doc/doctor-care-anywhere-group-plc,"	24198400",0.066,0,0,Health Care
SRJ,ASX:SRJ,SRJ Technologies Group plc (ASX:SRJ),https://www.listcorp.com/asx/srj/srj-technologies-group-plc,"	24068700",0.04,0,0,Energy
ADN,ASX:ADN,Andromeda Metals Limited (ASX:ADN),https://www.listcorp.com/asx/adn/andromeda-metals-limited,"	24001100",0.007,0,0,Materials
PHO,ASX:PHO,PhosCo Ltd (ASX:PHO),https://www.listcorp.com/asx/pho/phosco-ltd,"	23948600",0.085,0,0,Materials
