Ticker,Code,Company,Link,Market Cap,Last trade,Change,%Change,Sector
ORI,ASX:ORI,Orica Limited (ASX:ORI),https://www.listcorp.com/asx/ori/orica-limited,9087610000,18.66,0,0,Materials
GPT,ASX:GPT,The GPT Group (ASX:GPT),https://www.listcorp.com/asx/gpt/gpt-group,8926590000,4.66,0,0,Real Estate
GOC,ASX:MGOC,Magellan Global Fund (Open Class) (Managed Fund) (ASX:MGOC),https://www.listcorp.com/asx/mgoc/magellan-global-fund-open-class-managed-fund,8673000000,3.4,0,0,Unclassified
MGR,ASX:MGR,Mirvac Group (ASX:MGR),https://www.listcorp.com/asx/mgr/mirvac-group,8444140000,2.14,0,0,Real Estate
TPG,ASX:TPG,TPG Telecom Limited (ASX:TPG),https://www.listcorp.com/asx/tpg/tpg-telecom-limited,8348440000,4.49,0,0,Communication Services
TLX,ASX:TLX,Telix Pharmaceuticals Limited (ASX:TLX),https://www.listcorp.com/asx/tlx/telix-pharmaceuticals-limited,8337990000,24.91,0,0,Health Care
YAL,ASX:YAL,Yancoal Australia Ltd (ASX:YAL),https://www.listcorp.com/asx/yal/yancoal-australia-ltd,8160320000,6.18,0,0,Energy
MCY,ASX:MCY,Mercury NZ Limited (ASX:MCY),https://www.listcorp.com/asx/mcy/mercury-nz-limited,8074970000,5.84,0,0,Utilities
NEM,ASX:NEM,Newmont Corporation (ASX:NEM),https://www.listcorp.com/asx/nem/newmont-corporation,7891260000,64.03,0,0,Materials
EDV,ASX:EDV,Endeavour Group Limited (ASX:EDV),https://www.listcorp.com/asx/edv/endeavour-group-limited,7790760000,4.35,0,0,Consumer Staples
BEN,ASX:BEN,Bendigo and Adelaide Bank Limited (ASX:BEN),https://www.listcorp.com/asx/ben/bendigo-and-adelaide-bank-limited,7667620000,13.5,0,0,Financials
ALQ,ASX:ALQ,ALS Limited (ASX:ALQ),https://www.listcorp.com/asx/alq/als-limited,7632020000,15.75,0,0,Industrials
DXS,ASX:DXS,Dexus (ASX:DXS),https://www.listcorp.com/asx/dxs/dexus,7507450000,6.98,0,0,Real Estate
NWL,ASX:NWL,Netwealth Group Limited (ASX:NWL),https://www.listcorp.com/asx/nwl/netwealth-group-limited,7453530000,30.45,0,0,Financials
AGL,ASX:AGL,AGL Energy Limited (ASX:AGL),https://www.listcorp.com/asx/agl/agl-energy-limited,7433860000,11.05,0,0,Utilities
SQ2,ASX:SQ2,Block Inc. (ASX:SQ2),https://www.listcorp.com/asx/sq2/block-inc,7354850000,149.0,0,0,Financials
UAL,ASX:QUAL,VanEck MSCI International Quality ETF (ASX:QUAL),https://www.listcorp.com/asx/qual/vaneck-msci-international-quality-etf,7104070000,58.57,0,0,Unclassified
ARG,ASX:ARG,Argo Investments Limited (ASX:ARG),https://www.listcorp.com/asx/arg/argo-investments-limited,7060120000,9.25,0,0,Financials
CHC,ASX:CHC,Charter Hall Group (ASX:CHC),https://www.listcorp.com/asx/chc/charter-hall-group,7052390000,14.91,0,0,Real Estate
WOR,ASX:WOR,Worley Limited (ASX:WOR),https://www.listcorp.com/asx/wor/worley-limited,7031810000,13.29,0,0,Industrials
QUB,ASX:QUB,Qube Holdings Limited (ASX:QUB),https://www.listcorp.com/asx/qub/qube-holdings-limited,6933740000,3.92,0,0,Industrials
MIN,ASX:MIN,Mineral Resources Limited (ASX:MIN),https://www.listcorp.com/asx/min/mineral-resources-limited,6830990000,34.76,0,0,Materials
ALD,ASX:ALD,Ampol Limited (ASX:ALD),https://www.listcorp.com/asx/ald/ampol-limited,6813060000,28.59,0,0,Energy
PLS,ASX:PLS,Pilbara Minerals Limited (ASX:PLS),https://www.listcorp.com/asx/pls/pilbara-minerals-limited,6775970000,2.25,0,0,Materials
ALX,ASX:ALX,Atlas Arteria (ASX:ALX),https://www.listcorp.com/asx/alx/atlas-arteria,6760890000,4.66,0,0,Industrials
MEZ,ASX:MEZ,Meridian Energy Limited (ASX:MEZ),https://www.listcorp.com/asx/mez/meridian-energy-limited,6655060000,5.22,0,0,Utilities
EBO,ASX:EBO,EBOS Group Limited (ASX:EBO),https://www.listcorp.com/asx/ebo/ebos-group-limited,6617170000,33.99,0,0,Health Care
SDF,ASX:SDF,Steadfast Group Limited (ASX:SDF),https://www.listcorp.com/asx/sdf/steadfast-group,6593490000,5.96,0,0,Financials
LYC,ASX:LYC,Lynas Rare Earths Limited (ASX:LYC),https://www.listcorp.com/asx/lyc/lynas-rare-earths-limited,6496290000,6.95,0,0,Materials
IOZ,ASX:IOZ,iShares Core S&P/ASX 200 ETF (ASX:IOZ),https://www.listcorp.com/asx/ioz/ishares-core-s-and-p-asx-200-etf,6364770000,34.0,0,0,Unclassified
200,ASX:A200,BetaShares Australia 200 ETF (ASX:A200),https://www.listcorp.com/asx/a200/betashares-australia-200-etf,6363610000,141.11,0,0,Unclassified
CWY,ASX:CWY,Cleanaway Waste Management Limited (ASX:CWY),https://www.listcorp.com/asx/cwy/cleanaway-waste-management-limited,6358460000,2.85,0,0,Industrials
HUB,ASX:HUB,HUB24 Limited (ASX:HUB),https://www.listcorp.com/asx/hub/hub24-limited,6179690000,76.13,0,0,Financials
AZJ,ASX:AZJ,Aurizon Holdings Limited (ASX:AZJ),https://www.listcorp.com/asx/azj/aurizon-holdings-limited,6166360000,3.35,0,0,Industrials
GQG,ASX:GQG,GQG Partners Inc. (ASX:GQG),https://www.listcorp.com/asx/gqg/gqg-partners,6143040000,2.08,0,0,Financials
HVN,ASX:HVN,Harvey Norman Holdings Limited (ASX:HVN),https://www.listcorp.com/asx/hvn/harvey-norman-holdings-limited,6018210000,4.83,0,0,Consumer Discretionary
IPL,ASX:IPL,Incitec Pivot Limited (ASX:IPL),https://www.listcorp.com/asx/ipl/incitec-pivot-limited,5941200000,3.14,0,0,Materials
PMV,ASX:PMV,Premier Investments Limited (ASX:PMV),https://www.listcorp.com/asx/pmv/premier-investments-limited,5829130000,36.51,0,0,Consumer Discretionary
NDQ,ASX:NDQ,BetaShares NASDAQ 100 ETF (ASX:NDQ),https://www.listcorp.com/asx/ndq/betashares-nasdaq-100-etf,5828630000,49.58,0,0,Unclassified
STW,ASX:STW,SPDR S&P/ASX 200 Fund (ASX:STW),https://www.listcorp.com/asx/stw/spdr-s-and-p-asx-200-fund,5752360000,76.27,0,0,Unclassified
ACE,ASX:DACE,Dimensional Australian Core Equity Trust (Managed Fund) (ASX:DACE),https://www.listcorp.com/asx/dace/dimensional-australian-core-equity-trust-managed-fund,5566540000,16.95,0,0,Unclassified
VTS,ASX:VTS,Vanguard US Total Market Shares Index ETF (ASX:VTS),https://www.listcorp.com/asx/vts/vanguard-us-total-market-shares-index-etf,5495300000,469.53,0,0,Unclassified
PNI,ASX:PNI,Pinnacle Investment Management Group Limited (ASX:PNI),https://www.listcorp.com/asx/pni/pinnacle-investment-management-group-limited,5471350000,24.41,0,0,Financials
WHC,ASX:WHC,Whitehaven Coal Limited (ASX:WHC),https://www.listcorp.com/asx/whc/whitehaven-coal,5337510000,6.38,0,0,Energy
BRG,ASX:BRG,Breville Group Limited (ASX:BRG),https://www.listcorp.com/asx/brg/breville-group-limited,5190400000,36.06,0,0,Consumer Discretionary
HMC,ASX:HMC,HMC Capital Limited (ASX:HMC),https://www.listcorp.com/asx/hmc/hmc-capital-limited,5092550000,12.35,0,0,Financials
ANN,ASX:ANN,Ansell Limited (ASX:ANN),https://www.listcorp.com/asx/ann/ansell-limited,4921230000,33.72,0,0,Health Care
SPK,ASX:SPK,Spark New Zealand Limited (ASX:SPK),https://www.listcorp.com/asx/spk/spark-new-zealand-limited,4868410000,2.64,0,0,Communication Services
LLC,ASX:LLC,Lendlease Group (ASX:LLC),https://www.listcorp.com/asx/llc/lendlease-group,4844130000,7.02,0,0,Real Estate
360,ASX:360,"Life360, Inc. (ASX:360)",https://www.listcorp.com/asx/360/life360-inc.,4817400000,26.21,0,0,Information Technology
SIG,ASX:SIG,Sigma Healthcare Limited (ASX:SIG),https://www.listcorp.com/asx/sig/sigma-healthcare-limited,4699770000,2.88,0,0,Health Care
SFR,ASX:SFR,Sandfire Resources Limited (ASX:SFR),https://www.listcorp.com/asx/sfr/sandfire-resources-limited,4692550000,10.23,0,0,Materials
DEG,ASX:DEG,De Grey Mining Limited (ASX:DEG),https://www.listcorp.com/asx/deg/de-grey-mining,4577810000,1.91,0,0,Materials
BOQ,ASX:BOQ,Bank of Queensland Limited (ASX:BOQ),https://www.listcorp.com/asx/boq/bank-of-queensland-limited,4570750000,6.91,0,0,Financials
GCE,ASX:DGCE,Dimensional Global Core Equity Trust (Managed Fund)  Unhedged Class (ASX:DGCE),https://www.listcorp.com/asx/dgce/dimensional-global-core-equity-trust-managed-fund-unhedged-class,4518680000,28.15,0,0,Unclassified
GYG,ASX:GYG,Guzman y Gomez Limited (ASX:GYG),https://www.listcorp.com/asx/gyg/guzman-y-gomez-limited,4398450000,43.35,0,0,Consumer Discretionary
VHY,ASX:VHY,Vanguard Australian Shares High Yield ETF (ASX:VHY),https://www.listcorp.com/asx/vhy/vanguard-australian-shares-high-yield-etf,4379540000,76.44,0,0,Unclassified
IOO,ASX:IOO,iShares Global 100 ETF (ASX:IOO),https://www.listcorp.com/asx/ioo/ishares-global-100-etf,4246510000,157.88,0,0,Unclassified
VEA,ASX:VEA,Viva Energy Group Limited (ASX:VEA),https://www.listcorp.com/asx/vea/viva-energy-group-limited,4226240000,2.65,0,0,Energy
AAI,ASX:AAI,Alcoa Corporation (ASX:AAI),https://www.listcorp.com/asx/aai/alcoa-corporation,4207470000,71.03,0,0,Unclassified
CGF,ASX:CGF,Challenger Limited (ASX:CGF),https://www.listcorp.com/asx/cgf/challenger-limited,4182940000,6.05,0,0,Financials
RWC,ASX:RWC,Reliance Worldwide Corporation Limited (ASX:RWC),https://www.listcorp.com/asx/rwc/reliance-worldwide-corporation-limited,4181720000,5.36,0,0,Industrials
A2M,ASX:A2M,The A2 Milk Company Limited (ASX:A2M),https://www.listcorp.com/asx/a2m/the-a2-milk-company,4134150000,5.71,0,0,Consumer Staples
NHC,ASX:NHC,New Hope Corporation Limited (ASX:NHC),https://www.listcorp.com/asx/nhc/new-hope-corporation-limited,4116780000,4.87,0,0,Energy
AMP,ASX:AMP,AMP Limited (ASX:AMP),https://www.listcorp.com/asx/amp/amp-limited,4101420000,1.62,0,0,Financials
ZIP,ASX:ZIP,Zip Co Limited (ASX:ZIP),https://www.listcorp.com/asx/zip/zip-co-limited,4099560000,3.14,0,0,Financials
GAD,ASX:VGAD,Vanguard MSCI Index International Shares (Hedged) ETF (ASX:VGAD),https://www.listcorp.com/asx/vgad/vanguard-msci-index-international-shares-hedged-etf,4049580000,109.31,0,0,Unclassified
BKW,ASX:BKW,Brickworks Limited (ASX:BKW),https://www.listcorp.com/asx/bkw/brickworks-limited,3994920000,26.12,0,0,Materials
DOW,ASX:DOW,Downer EDI Limited (ASX:DOW),https://www.listcorp.com/asx/dow/downer-edi-limited,3861550000,5.75,0,0,Industrials
LNW,ASX:LNW,Light & Wonder Inc (ASX:LNW),https://www.listcorp.com/asx/lnw/light-and-wonder-inc,3856960000,151.45,0,0,Consumer Discretionary
IGO,ASX:IGO,IGO Limited (ASX:IGO),https://www.listcorp.com/asx/igo/igo-limited,3809060000,5.03,0,0,Materials
NIC,ASX:NIC,Nickel Industries Limited (ASX:NIC),https://www.listcorp.com/asx/nic/nickel-industries-limited,3796480000,0.885,0,0,Materials
PRU,ASX:PRU,Perseus Mining Limited (ASX:PRU),https://www.listcorp.com/asx/pru/perseus-mining-limited,3770280000,2.74,0,0,Materials
FLT,ASX:FLT,Flight Centre Travel Group Limited (ASX:FLT),https://www.listcorp.com/asx/flt/flight-centre-travel-group-limited,3754750000,16.92,0,0,Consumer Discretionary
MTS,ASX:MTS,Metcash Limited (ASX:MTS),https://www.listcorp.com/asx/mts/metcash-limited,3677320000,3.35,0,0,Consumer Staples
VNT,ASX:VNT,Ventia Services Group Limited (ASX:VNT),https://www.listcorp.com/asx/vnt/ventia-services-group-limited,3644360000,4.26,0,0,Industrials
AUB,ASX:AUB,AUB Group Limited (ASX:AUB),https://www.listcorp.com/asx/aub/aub-group-limited,3631700000,31.15,0,0,Financials
IEL,ASX:IEL,IDP Education Limited (ASX:IEL),https://www.listcorp.com/asx/iel/idp-education-limited,3587750000,12.89,0,0,Consumer Discretionary
CNU,ASX:CNU,Chorus Limited (ASX:CNU),https://www.listcorp.com/asx/cnu/chorus-limited,3557880000,8.2,0,0,Communication Services
AAA,ASX:AAA,BetaShares Australian High Interest Cash ETF (ASX:AAA),https://www.listcorp.com/asx/aaa/betashares-australian-high-interest-cash-etf,3547280000,50.15,0,0,Unclassified
VEU,ASX:VEU,Vanguard All-World Ex-US Shares Index ETF (ASX:VEU),https://www.listcorp.com/asx/veu/vanguard-all-world-ex-us-shares-index-etf,3543690000,94.38,0,0,Unclassified
THI,ASX:ETHI,BetaShares Global Sustainability Leaders ETF (ASX:ETHI),https://www.listcorp.com/asx/ethi/betashares-global-sustainability-leaders-etf,3499150000,16.32,0,0,Unclassified
SUL,ASX:SUL,Super Retail Group Limited (ASX:SUL),https://www.listcorp.com/asx/sul/super-retail-group-limited,3437080000,15.22,0,0,Consumer Discretionary
YGG,ASX:HYGG,Hyperion Global Growth Companies Fund (Managed Fund) (ASX:HYGG),https://www.listcorp.com/asx/hygg/hyperion-global-growth-companies-fund-managed-fund,3436530000,6.7,0,0,Unclassified
ARB,ASX:ARB,ARB Corporation Limited (ASX:ARB),https://www.listcorp.com/asx/arb/arb-corporation-limited,3388110000,40.82,0,0,Consumer Discretionary
LOV,ASX:LOV,Lovisa Holdings Limited (ASX:LOV),https://www.listcorp.com/asx/lov/lovisa-holdings-limited,3365750000,30.4,0,0,Consumer Discretionary
NSR,ASX:NSR,National Storage REIT (ASX:NSR),https://www.listcorp.com/asx/nsr/national-storage-reit,3316330000,2.4,0,0,Real Estate
ORA,ASX:ORA,Orora Group Limited (ASX:ORA),https://www.listcorp.com/asx/ora/orora-group-limited,3224400000,2.4,0,0,Materials
VAP,ASX:VAP,Vanguard Australian Property Securities Index ETF (ASX:VAP),https://www.listcorp.com/asx/vap/vanguard-australian-property-securities-index-etf,3202600000,99.47,0,0,Unclassified
CIA,ASX:CIA,Champion Iron Limited (ASX:CIA),https://www.listcorp.com/asx/cia/champion-iron-limited,3099140000,5.98,0,0,Materials
FGH,ASX:DFGH,Dimensional Global Core Equity Trust (Managed Fund)  AUD Hedged Class (ASX:DFGH),https://www.listcorp.com/asx/dfgh/dimensional-global-core-equity-trust-managed-fund-aud-hedged-class,3093290000,36.24,0,0,Unclassified
BFL,ASX:BFL,BSP Financial Group Limited (ASX:BFL),https://www.listcorp.com/asx/bfl/bsp-financial-group-limited,3093000000,6.62,0,0,Financials
DMP,ASX:DMP,Domino's Pizza Enterprises Limited (ASX:DMP),https://www.listcorp.com/asx/dmp/dominos-pizza-enterprises-limited,3004300000,32.48,0,0,Consumer Discretionary
BPT,ASX:BPT,Beach Energy Limited (ASX:BPT),https://www.listcorp.com/asx/bpt/beach-energy-limited,2977140000,1.305,0,0,Energy
GMD,ASX:GMD,Genesis Minerals Limited (ASX:GMD),https://www.listcorp.com/asx/gmd/genesis-minerals-limited,2956800000,2.62,0,0,Materials
CDA,ASX:CDA,Codan Limited (ASX:CDA),https://www.listcorp.com/asx/cda/codan-limited,2950280000,16.25,0,0,Information Technology
APE,ASX:APE,Eagers Automotive Limited (ASX:APE),https://www.listcorp.com/asx/ape/eagers-automotive-limited,2926560000,11.34,0,0,Consumer Discretionary
SMR,ASX:SMR,Stanmore Resources Limited (ASX:SMR),https://www.listcorp.com/asx/smr/stanmore-resources-limited,2920510000,3.24,0,0,Materials
TUA,ASX:TUA,Tuas Limited (ASX:TUA),https://www.listcorp.com/asx/tua/tuas-limited,2835580000,6.08,0,0,Communication Services
CMM,ASX:CMM,Capricorn Metals Ltd (ASX:CMM),https://www.listcorp.com/asx/cmm/capricorn-metals-ltd,2818990000,6.86,0,0,Materials
FBU,ASX:FBU,Fletcher Building Limited (ASX:FBU),https://www.listcorp.com/asx/fbu/fletcher-building-limited,2794730000,2.6,0,0,Industrials
SNZ,ASX:SNZ,Summerset Group Holdings Limited (ASX:SNZ),https://www.listcorp.com/asx/snz/summerset-group-holdings-limited,2770860000,11.7,0,0,Health Care
CLW,ASX:CLW,Charter Hall Long WALE REIT (ASX:CLW),https://www.listcorp.com/asx/clw/charter-hall-long-wale-reit,2761170000,3.87,0,0,Real Estate
DHG,ASX:VDHG,Vanguard Diversified High Growth Index ETF (ASX:VDHG),https://www.listcorp.com/asx/vdhg/vanguard-diversified-high-growth-index-etf,2759930000,70.0,0,0,Unclassified
WGX,ASX:WGX,Westgold Resources Limited (ASX:WGX),https://www.listcorp.com/asx/wgx/westgold-resources-limited,2744450000,2.91,0,0,Materials
NHF,ASX:NHF,NIB Holdings Limited (ASX:NHF),https://www.listcorp.com/asx/nhf/nib-holdings-limited,2727230000,5.61,0,0,Financials
IAF,ASX:IAF,iShares Core Composite Bond ETF (ASX:IAF),https://www.listcorp.com/asx/iaf/ishares-core-composite-bond-etf,2655770000,101.89,0,0,Unclassified
MVW,ASX:MVW,Vaneck Vectors Australian Equal Weight ETF (ASX:MVW),https://www.listcorp.com/asx/mvw/vaneck-vectors-australian-equal-weight-etf,2625470000,38.85,0,0,Unclassified
RMS,ASX:RMS,Ramelius Resources Limited (ASX:RMS),https://www.listcorp.com/asx/rms/ramelius-resources,2621850000,2.27,0,0,Materials
MFF,ASX:MFF,MFF Capital Investments Limited (ASX:MFF),https://www.listcorp.com/asx/mff/mff-capital-investments,2533920000,4.35,0,0,Financials
RGN,ASX:RGN,Region Group (ASX:RGN),https://www.listcorp.com/asx/rgn/region-group,2523300000,2.17,0,0,Real Estate
PPT,ASX:PPT,Perpetual Limited (ASX:PPT),https://www.listcorp.com/asx/ppt/perpetual-limited,2503190000,21.86,0,0,Financials
HDN,ASX:HDN,HomeCo Daily Needs REIT (ASX:HDN),https://www.listcorp.com/asx/hdn/homeco-daily-needs-reit,2498690000,1.2,0,0,Real Estate
SGM,ASX:SGM,Sims Limited (ASX:SGM),https://www.listcorp.com/asx/sgm/sims-limited,2482740000,12.85,0,0,Materials
BWP,ASX:BWP,BWP Trust (ASX:BWP),https://www.listcorp.com/asx/bwp/bwp-trust,2404530000,3.37,0,0,Real Estate
